# id: cet6-core
# title: CET-6 重点词
# exam: CET-6
# track: Core Vocabulary
# description: 基于公开词表整理的 CET-6 重点词，用于进阶强化与冲刺。
# accent: cobalt
kind	term	pronunciation	meaning	phrases	example	tags
word	bizarre	[bɪˈzɑː]	adj. 古怪的，怪诞的		Try to recall "bizarre" before checking the answer.	core,official
word	blank	[blæŋk]	adj. 1. 空白的 2. 空虚的，单调的 3. 茫然的 4. 失色的，没有表情的 5. 无韵脚的 n. 空白，空格，空页		Try to recall "blank" before checking the answer.	core,official
word	blaze	[bleɪz]	n. 1. 火，火焰 2. 光辉，灿烂 3. 迸发，爆发 v. 1. 燃烧，冒火焰 2. 发光，放光彩 3. 发怒		Try to recall "blaze" before checking the answer.	core,official
word	bleed	[bliːd]	v. 1. 出血，流血 2. 悲痛，同情		Try to recall "bleed" before checking the answer.	core,official
word	blink	[blɪŋk]	v. 1. (星星)闪烁 2. (眼睛)眨眼		Try to recall "blink" before checking the answer.	core,official
word	blossom	[ˈblɒsəm]	n. 花，开花的状态 v. 1. 开花 2. 发展，繁荣，成长		Try to recall "blossom" before checking the answer.	core,official
word	blunder	[ˈblʌndə]	n. 错误 v. 弄错，犯大错		Try to recall "blunder" before checking the answer.	core,official
word	blunt	[blʌnt]	adj. 1. 钝的，不锋利的 2. (举止言谈等)生硬的，直率的，不拐弯抹角的 3. (感觉、理解方面)迟钝的 v. 把…弄钝，把…弄迟钝		Try to recall "blunt" before checking the answer.	core,official
word	blur	[blɜː]	n. 模糊不清的事物 v. 使模糊，使看不清楚		Try to recall "blur" before checking the answer.	core,official
word	blush	[blʌʃ]	n. 脸红 v. 感到羞愧		Try to recall "blush" before checking the answer.	core,official
word	bonus	[ˈbəʊnəs]	n. 额外给予的东西，奖金，红利		Try to recall "bonus" before checking the answer.	core,official
word	booklet	[ˈbʊklɪt]	n. 小册子		Try to recall "booklet" before checking the answer.	core,official
word	boom 1	[buːm]	v. 1. 隆隆作响，发低沉声 2. 迅速发展，繁荣，兴旺		Try to recall "boom 1" before checking the answer.	core,official
word	boom 2	[buːm]	n. 1. 帆的下析 2. (横于河面阻挡原木漂走或船只航行的)重铁链，水栅，拦河埂		Try to recall "boom 2" before checking the answer.	core,official
word	booth	[buːð]	n. 1. (有篷的)货摊 2. (AmE)公用电话亭 3. (隔开的)小间		Try to recall "booth" before checking the answer.	core,official
word	border	[ˈbɔːdə]	n. 1. 边界，国境，边境地区 2. 边，缘，边沿 3. 滚边 v. 接界		Try to recall "border" before checking the answer.	core,official
word	boring 1	[ˈbɔːrɪŋ]	adj. 单调乏味的，令人厌倦的		Try to recall "boring 1" before checking the answer.	core,official
word	boring 2	[ˈbɔːrɪŋ]	n. 钻孔，打孔		Try to recall "boring 2" before checking the answer.	core,official
word	bounce	[ˈbaʊns]	v. 1. (球)反跳，弹起 2. (人)跳(起) 3. 拍(球)，使跳回 4. 使撞击 n. 1. 弹(力) 2. 跳跃，跳动		Try to recall "bounce" before checking the answer.	core,official
word	bound 1	[baʊnd]	n. 界限，范围		Try to recall "bound 1" before checking the answer.	core,official
word	bound 2	[baʊnd]	v. 1. 跳动，跳跃 2. 跳回，弹回		Try to recall "bound 2" before checking the answer.	core,official
word	bound 3	[baʊnd]	adj. 开往…的		Try to recall "bound 3" before checking the answer.	core,official
word	bowel	[ˈbauәl]	n. 1. 肠，内脏 2. 内部，深处 v. 挖……的内脏		Try to recall "bowel" before checking the answer.	core,official
word	boycott	[ˈbɔɪkɒt]	v. &n. (联合)抵制		Try to recall "boycott" before checking the answer.	core,official
word	brace	[breɪs]	n. 1. 支柱，支架 2. 一双，一对 3. 大括号{}的前半或后 4. (pl BrE)(裤子)背带=(AmE) suspenders v. 1. 拉紧，系紧 2. 支住，撑牢 3. 激励，振奋 4. 打起精神，下定决心		Try to recall "brace" before checking the answer.	core,official
word	bracket	[ˈbrækɪt]	n. 1. 架子 2. (pl)括号		Try to recall "bracket" before checking the answer.	core,official
word	brand	[brænd]	n. 1. 商标，牌子 2. 烙印， 标记 v. 在…上打烙印，在…上打印记		Try to recall "brand" before checking the answer.	core,official
word	breach	[briːtʃ]	n. 1. 违反， 不履行 2. 绝交， 不和 3. 破洞，裂缝 v. 冲破，攻破		Try to recall "breach" before checking the answer.	core,official
word	breakdown	[ˈbreikdaun]	n. 崩溃，故障		Try to recall "breakdown" before checking the answer.	core,official
word	breakthrough	[ˈbreɪkθruː]	n. 1. (敌方防卫线的)突破 2. 重大发现		Try to recall "breakthrough" before checking the answer.	core,official
word	breed	[briːd]	n. 品种，种类 v. 1. 繁殖， 育种 2. 饲养 3. 养育，培养，教养		Try to recall "breed" before checking the answer.	core,official
word	brew	[bruː]	v. 1. 酿造(啤酒) 2. 泡(茶)，煮(咖啡) 3. 酝酿 n. 1. 酿造物 2. (酿造饮料的)质量，品味		Try to recall "brew" before checking the answer.	core,official
word	bribe	[braɪb]	n. 贿赂 v. 贿赂，收买		Try to recall "bribe" before checking the answer.	core,official
word	brief	[briːf]	adj. 1. 简短的，简洁的 2. 短暂的 n. 概要，摘要，短文 || in brief简而言之		Try to recall "brief" before checking the answer.	core,official
word	brilliant	[ˈbrɪlɪənt]	adj. 1. 光辉的，辉煌的 2. 卓越的，聪颖的		Try to recall "brilliant" before checking the answer.	core,official
word	brink	[brɪŋk]	n. 1. (峭壁顶上的)边缘，(河流等的)边沿，边 2. 边缘 || on the brink of …濒临，正要…之际		Try to recall "brink" before checking the answer.	core,official
word	brisk	[brɪsk]	adj. 1. 活跃的，轻快的 2. (天气等)清新的，令人爽快的 3. 兴旺的，生气勃勃的 v. 1. 使活泼，使活跃，兴旺 2. 活泼起来，兴旺起来		Try to recall "brisk" before checking the answer.	core,official
word	bronze	[brɒnz]	n. 1. 青铜，古铜 2. 青铜制(艺术)品 3. 青铜色 v. (使)变成青铜色		Try to recall "bronze" before checking the answer.	core,official
word	brood	[bruːd]	n. 1. (鸡等)一窝，同窝幼鸟 2. (同类或同种的)一伙，一组(事物) v. 1. 孵(蛋),孵出 2. 盘算，细想，沉思		Try to recall "brood" before checking the answer.	core,official
word	bruise	[bruːz]	n. 1. (人体、水果或植物等碰撞后产生的)青肿或伤痕 2. (感情等方面)挫伤 v. 1. 使(皮肉)青肿，碰伤(水果、植物等) 2. 碾碎，捣烂(水果等) 3. 挫伤(感情等)		Try to recall "bruise" before checking the answer.	core,official
word	brutal	[ˈbruːtəl]	adj. 残忍的，兽性的		Try to recall "brutal" before checking the answer.	core,official
word	buck	[bʌk]	n. 雄鹿，雄兔 adj. 雄的		Try to recall "buck" before checking the answer.	core,official
word	bud	[bʌd]	n. 1. 芽，萌芽状态 2. 蓓蕾		Try to recall "bud" before checking the answer.	core,official
word	budget	[ˈbʌdʒɪt]	n. 1. 预算 2. 金额，预算拨款 v. 编制预算，安排开支		Try to recall "budget" before checking the answer.	core,official
word	bug	[bʌɡ]	n. 1. 小虫 2. 病菌 3. 窃听器 4. (电脑等的)故障 v. 1. 装窃听器 2. 不断地烦扰，纠缠		Try to recall "bug" before checking the answer.	core,official
word	bulk	[bʌlk]	n. 容量，体积，数量		Try to recall "bulk" before checking the answer.	core,official
word	bull	[bʊl]	n. 公牛 adj. 1. 公的，雄的 2. 哄抬价格的，行情上涨的 v. 1. 强行(使) …通过 2. 从事投机使(证券等)价格上涨		Try to recall "bull" before checking the answer.	core,official
word	bulletin	[ˈbʊlətɪn]	n. 公报，公告		Try to recall "bulletin" before checking the answer.	core,official
word	bully	[ˈbʊlɪ]	v. 欺侮，强迫… (做某事) n. 恃强凌弱的人		Try to recall "bully" before checking the answer.	core,official
word	bump	[bʌmp]	v. 1. 碰撞 2. 撞击 3. 颠簸地行驶 n. 1. 碰撞 2. 肿块		Try to recall "bump" before checking the answer.	core,official
word	burden	[ˈbɜːdən]	n. 担子，负担		Try to recall "burden" before checking the answer.	core,official
word	bureaucracy	[bjʊəˈrɒkrəsɪ]	n. 1. 官僚制度，官僚体制 2. 官僚作风		Try to recall "bureaucracy" before checking the answer.	core,official
word	burial	[ˈberɪəl]	n. 埋葬，葬礼		Try to recall "burial" before checking the answer.	core,official
word	bust 1	[bʌst]	n. 1. 半身雕塑像 2. (妇女的)乳房、胸部		Try to recall "bust 1" before checking the answer.	core,official
word	bust 2	[bʌst]	adj. (AmE)生意失败，破产，倒闭 || go bust 破产		Try to recall "bust 2" before checking the answer.	core,official
word	buzz	[bʌz]	n. 1. 嗡嗡声 2. 嘈杂声 v. 1. 发出嗡嗡声 2. 发出嘈杂声		Try to recall "buzz" before checking the answer.	core,official
word	buzz word	[bʌz wɜːd]	n. (流行而时髦的)专业词语，技术用语		Try to recall "buzz word" before checking the answer.	core,official
word	bypass	[ˈbaɪpɑːs]	n. (绕过市镇的)旁道，迂回道 v. 绕过，回避		Try to recall "bypass" before checking the answer.	core,official
word	cabin	[ˈkæbɪn]	n. 1. (简陋的)小屋 2. 船舱，机舱		Try to recall "cabin" before checking the answer.	core,official
word	cabinet	[ˈkæbɪnɪt]	n. 1. 橱柜 2. 内阁		Try to recall "cabinet" before checking the answer.	core,official
word	cable	[ˈkeɪbl]	n. 1. 缆，索，钢丝绳 2. 电缆，海底电缆，海底电报 v. .拍(海底)电报		Try to recall "cable" before checking the answer.	core,official
word	cafeteria	[ˌkæfəˈtɪərɪə]	n. 自助餐厅		Try to recall "cafeteria" before checking the answer.	core,official
word	calcium	[ˈkælsɪəm]	n. 钙		Try to recall "calcium" before checking the answer.	core,official
word	calorie	[ˈkælərɪ]	n. (热量单位)卡路里		Try to recall "calorie" before checking the answer.	core,official
word	cancel	[ˈkænsəl]	v. 1. 取消 2. 删去，省略，划掉		Try to recall "cancel" before checking the answer.	core,official
word	cancer	[ˈkænsə]	n. 癌，癌症		Try to recall "cancer" before checking the answer.	core,official
word	candidate	[ˈkændɪdət]	n. 1. 候选人 2. 应试者，应考者		Try to recall "candidate" before checking the answer.	core,official
word	cane	[keɪn]	n. 1. 细长而有节的茎 2. 手杖		Try to recall "cane" before checking the answer.	core,official
word	cannon	[ˈkænən]	n. 大炮		Try to recall "cannon" before checking the answer.	core,official
word	canon	[ˈkænən]	n. 1. 教会法规 2. (行为或思想的)规范; 准则 3. (任职大教堂的)教士		Try to recall "canon" before checking the answer.	core,official
word	canvas	[ˈkænvəs]	n. 1. 帆布 2. 画布，油画		Try to recall "canvas" before checking the answer.	core,official
word	capable	[ˈkeɪpəbl]	adj. 有能力的，有才能的		Try to recall "capable" before checking the answer.	core,official
word	capacity	[kəˈpæsətɪ]	n. 1. 容量 2. 能力 3. 资格，地位		Try to recall "capacity" before checking the answer.	core,official
word	cape 1	[keɪp]	n. 披肩		Try to recall "cape 1" before checking the answer.	core,official
word	cape 2	[keɪp]	n. 岬，海角		Try to recall "cape 2" before checking the answer.	core,official
word	capsule	[ˈkæpsjuːl]	n. 1. 药丸，胶囊 2. 太空舱		Try to recall "capsule" before checking the answer.	core,official
word	caption	[ˈkæpʃən]	n. 图片上的说明文字，(报刊文章的)标题		Try to recall "caption" before checking the answer.	core,official
word	captive	[ˈkæptɪv]	n. 俘虏 adj. 被捕的，被监禁的		Try to recall "captive" before checking the answer.	core,official
word	cardinal 1	[ˈkɑːdɪnəl]	adj. 1. 主要的，基本的 2. 深红的 n. 1. 深红色 2. 基数		Try to recall "cardinal 1" before checking the answer.	core,official
word	cardinal 2	[ˈkɑːdɪnəl]	n. 红衣主教		Try to recall "cardinal 2" before checking the answer.	core,official
word	carve	[kɑːv]	v. 1. 雕刻 2. 切(熟肉)，切开		Try to recall "carve" before checking the answer.	core,official
word	cast	[kɑːst]	v. 1. 投，掷，抛 2. 投射(光、影等) 3. 投(票) n. 1. 演员的阵容，演员表 2. 铸造，铸型		Try to recall "cast" before checking the answer.	core,official
word	casual	[ˈkæʒjʊəl]	adj. 1. 偶然的，碰巧的 2. 随便的 3. 临时的		Try to recall "casual" before checking the answer.	core,official
word	casualty	[ˈkæʒjʊəltɪ]	n. 意外或战争中的伤亡者		Try to recall "casualty" before checking the answer.	core,official
word	catastrophe	[kəˈtæstrəfɪ]	n. (突然的)大灾祸，大灾害		Try to recall "catastrophe" before checking the answer.	core,official
word	cater	[ˈkeɪtə]	v. 1. 供应伙食，提供娱乐节目，为(宴会等)供应酒菜 2. 迎合，投合		Try to recall "cater" before checking the answer.	core,official
word	cathedral	[kəˈθiːdrəl]	n. 大寺院，大教堂		Try to recall "cathedral" before checking the answer.	core,official
word	catholic	[ˈkæθәlik]	n. 天主教徒 a. 1. 天主教的 2. 普遍的，广泛的，宽宏大量的		Try to recall "catholic" before checking the answer.	core,official
word	caution	[ˈkɔːʃən]	n. 1. 当心，谨慎 2. 告诫，警告 v. 警告，告诫		Try to recall "caution" before checking the answer.	core,official
word	cautious	[ˈkɔːʃəs]	adj. 细心的，谨慎的		Try to recall "cautious" before checking the answer.	core,official
word	cavity	[ˈkævətɪ]	n. 洞，穴		Try to recall "cavity" before checking the answer.	core,official
word	cellar	[ˈselə]	n. 地窖		Try to recall "cellar" before checking the answer.	core,official
word	cemetery	[ˈsemɪtrɪ]	n. 墓地，公墓		Try to recall "cemetery" before checking the answer.	core,official
word	census	[ˈsensəs]	n. 人口调查，人口普查		Try to recall "census" before checking the answer.	core,official
word	ceramic	[sɪˈræmɪk]	n. 制陶业，陶器，陶瓷工艺		Try to recall "ceramic" before checking the answer.	core,official
word	cereal	[ˈsɪərɪəl]	n. 谷类食物，谷物		Try to recall "cereal" before checking the answer.	core,official
word	certainty	[ˈsɜːtəntɪ]	n. 1. 确实性 2. 确实的事		Try to recall "certainty" before checking the answer.	core,official
word	certify	[ˈsɜːtɪfaɪ]	v. 证明，证实		Try to recall "certify" before checking the answer.	core,official
word	challenge	[ˈtʃælɪndʒ]	n. 1. 挑战，要求决斗，邀请比赛 2. 异议，质问怀疑 v. 1. 向…挑战 2. 对…表示异议， 非难， 怀疑		Try to recall "challenge" before checking the answer.	core,official
