# id: cet4-core
# title: CET-4 重点词
# exam: CET-4
# track: Core Vocabulary
# description: 基于公开词表整理的 CET-4 重点词，用于速刷与拼写回忆。
# accent: amber
kind	term	pronunciation	meaning	phrases	example	tags
word	distribution	[ˌdistriˈbjuː∫ən]	n.分发/配；分布		Try to recall "distribution" before checking the answer.	core,official
word	district	[ˈdistrikt]	n.区；地区，区域		Try to recall "district" before checking the answer.	core,official
word	disturb	[disˈtəːb]	vt.打扰，扰乱；弄乱		Try to recall "disturb" before checking the answer.	core,official
word	ditch	[dit∫]	n.沟，沟渠，渠道		Try to recall "ditch" before checking the answer.	core,official
word	dive	[daiv]	vi.跳水；潜水；俯冲		Try to recall "dive" before checking the answer.	core,official
word	diverse	[daiˈvəːs]	a.不一样的，相异的		Try to recall "diverse" before checking the answer.	core,official
word	divide	[diˈvaid]	vt.分；分配；分开		Try to recall "divide" before checking the answer.	core,official
word	division	[diˈviʒən]	n.分，分配；除法		Try to recall "division" before checking the answer.	core,official
word	divorce	[diˈvɔːs]	n.离婚，离异 vi.离婚		Try to recall "divorce" before checking the answer.	core,official
word	do	[duː]	aux.v. vt.做，干，办		Try to recall "do" before checking the answer.	core,official
word	dock	[dɔk]	n.船坞；码头；船厂		Try to recall "dock" before checking the answer.	core,official
word	doctor	[ˈdɔktə]	n.医生，医师；博士		Try to recall "doctor" before checking the answer.	core,official
word	document	[ˈdɔkjumənt]	n.公文，文件；证件		Try to recall "document" before checking the answer.	core,official
word	dog	[dɔg]	n.狗，犬，犬科动物		Try to recall "dog" before checking the answer.	core,official
word	dollar	[ˈdɔlə]	n.元(货币单位)		Try to recall "dollar" before checking the answer.	core,official
word	domestic	[dəˈmestik]	a.本国的；家庭的		Try to recall "domestic" before checking the answer.	core,official
word	donkey	[ˈdɔŋki]	n.驴；笨蛋		Try to recall "donkey" before checking the answer.	core,official
word	door	[dɔː]	n.门，通道；一家		Try to recall "door" before checking the answer.	core,official
word	dorm	[dɔːm]	n.宿舍		Try to recall "dorm" before checking the answer.	core,official
word	dormitory	[ˈdɔːmitri]	n.集体寝室；宿舍		Try to recall "dormitory" before checking the answer.	core,official
word	dose	[dəus]	n.剂量，用量；一剂		Try to recall "dose" before checking the answer.	core,official
word	dot	[dɔt]	n.点，圆点 vt.打点于		Try to recall "dot" before checking the answer.	core,official
word	double	[ˈdʌbl]	a.两倍的；双的		Try to recall "double" before checking the answer.	core,official
word	doubt	[daut]	n.怀疑；疑虑 vt.怀疑		Try to recall "doubt" before checking the answer.	core,official
word	doubtful	[ˈdautful]	a.难以预测的；怀疑的		Try to recall "doubtful" before checking the answer.	core,official
word	doubtless	[ˈdautlis]	ad.无疑地；很可能		Try to recall "doubtless" before checking the answer.	core,official
word	down	[daun]	ad.向下，在下面		Try to recall "down" before checking the answer.	core,official
word	downstairs	[daunˈsteəz]	ad.在楼下 a.楼下的		Try to recall "downstairs" before checking the answer.	core,official
word	downward	[ˈdaunwəd]	a.向下的 ad.向下地		Try to recall "downward" before checking the answer.	core,official
word	dozen	[ˈdʌzn]	n.一打，十二个		Try to recall "dozen" before checking the answer.	core,official
word	draft	[drɑːft]	n.草稿；汇票 vt.起草		Try to recall "draft" before checking the answer.	core,official
word	drag	[dræg]	vt.拖，拉；拖曳		Try to recall "drag" before checking the answer.	core,official
word	dragon	[ˈdrægən]	n.龙；凶暴的人		Try to recall "dragon" before checking the answer.	core,official
word	drain	[drein]	vt.排去；放水 n.耗竭		Try to recall "drain" before checking the answer.	core,official
word	drama	[ˈdrɑːmə]	n.一出戏剧，剧本		Try to recall "drama" before checking the answer.	core,official
word	dramatic	[drəˈmætik]	a.引人注目的，戏剧的		Try to recall "dramatic" before checking the answer.	core,official
word	draw	[drɔː]	vt.画，划；拖；拨出		Try to recall "draw" before checking the answer.	core,official
word	drawer	[ˈdrɔːə]	n.抽屉		Try to recall "drawer" before checking the answer.	core,official
word	drawing	[ˈdrɔːiŋ]	n.图画，素描；绘图		Try to recall "drawing" before checking the answer.	core,official
word	dread	[dred]	n.畏惧；恐怖 vt.惧怕		Try to recall "dread" before checking the answer.	core,official
word	dream	[driːm]	n.梦；梦想 vi.做梦		Try to recall "dream" before checking the answer.	core,official
word	dress	[dres]	n.女服，童装；服装		Try to recall "dress" before checking the answer.	core,official
word	drift	[drift]	vi.漂流，漂泊 n.漂流		Try to recall "drift" before checking the answer.	core,official
word	drill	[dril]	n.钻头；操练 vi.钻孔		Try to recall "drill" before checking the answer.	core,official
word	drink	[driŋk]	vt.饮 vi.喝 n.饮料		Try to recall "drink" before checking the answer.	core,official
word	drip	[drip]	vi.滴下；漏水 n.水滴		Try to recall "drip" before checking the answer.	core,official
word	drive	[draiv]	vt.驾驶；打入；驱		Try to recall "drive" before checking the answer.	core,official
word	driver	[ˈdraivə]	n.驾驶员，司机		Try to recall "driver" before checking the answer.	core,official
word	drop	[drɔp]	vt.使落下；降低		Try to recall "drop" before checking the answer.	core,official
word	drought	[draut]	n.旱灾，干旱		Try to recall "drought" before checking the answer.	core,official
word	drown	[draun]	vi.淹死，溺死		Try to recall "drown" before checking the answer.	core,official
word	drug	[drʌg]	n.药，药物，药材		Try to recall "drug" before checking the answer.	core,official
word	drum	[drʌm]	n.鼓；鼓状物，圆桶		Try to recall "drum" before checking the answer.	core,official
word	drunk	[drʌŋk]	a.醉的；陶醉的		Try to recall "drunk" before checking the answer.	core,official
word	dry	[drai]	a.干的，干燥的		Try to recall "dry" before checking the answer.	core,official
word	duck	[dʌk]	n.鸭，雌鸭；鸭肉		Try to recall "duck" before checking the answer.	core,official
word	due	[djuː]	a.预期的；应给的		Try to recall "due" before checking the answer.	core,official
word	dull	[dʌl]	a.枯燥的；不鲜明的		Try to recall "dull" before checking the answer.	core,official
word	dumb	[dʌm]	a.哑的；无言的		Try to recall "dumb" before checking the answer.	core,official
word	dump	[dʌmp]	vt.倾卸，倾倒；倾销		Try to recall "dump" before checking the answer.	core,official
word	durable	[ˈdjuərəbl]	a.耐久的，耐用的		Try to recall "durable" before checking the answer.	core,official
word	duration	[djuəˈrei∫ən]	n.持续，持久		Try to recall "duration" before checking the answer.	core,official
word	during	[ˈdjuəriŋ]	prep.在…期间		Try to recall "during" before checking the answer.	core,official
word	dusk	[dʌsk]	n.薄暮，黄昏，幽暗		Try to recall "dusk" before checking the answer.	core,official
word	dust	[dʌst]	n.尘土，灰尘		Try to recall "dust" before checking the answer.	core,official
word	duty	[ˈdjuːti]	n.职责；责任；税		Try to recall "duty" before checking the answer.	core,official
word	dwelling	[ˈdweliŋ]	n.住处，寓所		Try to recall "dwelling" before checking the answer.	core,official
word	dye	[dai]	vt.染 n.染料；染色		Try to recall "dye" before checking the answer.	core,official
word	dying	[ˈdaiiŋ]	a.垂死的；临终的		Try to recall "dying" before checking the answer.	core,official
word	dynamic	[daiˈnæmik]	a.有活力的；动力的		Try to recall "dynamic" before checking the answer.	core,official
word	each	[iːt∫]	pron.各，各自 a.各		Try to recall "each" before checking the answer.	core,official
word	eager	[ˈiːgə]	a.渴望的，热切的		Try to recall "eager" before checking the answer.	core,official
word	eagle	[ˈiːgl]	n.鹰		Try to recall "eagle" before checking the answer.	core,official
word	ear	[iə]	n.耳朵；听力，听觉		Try to recall "ear" before checking the answer.	core,official
word	early	[ˈəːli]	ad.早 a.早的，早期的		Try to recall "early" before checking the answer.	core,official
word	earn	[əːn]	vt.赚得，挣得；获得		Try to recall "earn" before checking the answer.	core,official
word	earnest	[ˈəːnist]	a.认真的，诚恳的		Try to recall "earnest" before checking the answer.	core,official
word	earth	[əːθ]	n.地球；陆地，地面		Try to recall "earth" before checking the answer.	core,official
word	earthquake	[ˈəːθkweik]	n.地震；大震荡		Try to recall "earthquake" before checking the answer.	core,official
word	ease	[iːz]	n.容易，舒适 vt.缓和		Try to recall "ease" before checking the answer.	core,official
word	easily	[ˈiːzili]	ad.容易地；舒适的		Try to recall "easily" before checking the answer.	core,official
word	east	[iːst]	n.东；东部 ad.在东方		Try to recall "east" before checking the answer.	core,official
word	eastern	[ˈiːstən]	a.东方的；朝东的		Try to recall "eastern" before checking the answer.	core,official
word	easy	[ˈiːzi]	a.容易的；安逸的		Try to recall "easy" before checking the answer.	core,official
word	eat	[iːt]	vt.吃，喝 vi.吃饭		Try to recall "eat" before checking the answer.	core,official
word	echo	[ˈekəu]	n.回声，反响 vi.重复		Try to recall "echo" before checking the answer.	core,official
word	economic	[ˌiːkəˈnɔmik]	a.经济的，经济学的		Try to recall "economic" before checking the answer.	core,official
word	economical	[ˌiːkəˈnɔmikəl]	a.节约的;经济学的		Try to recall "economical" before checking the answer.	core,official
word	economy	[i(ː)ˈkɔnəmi]	n.经济；节约，节省		Try to recall "economy" before checking the answer.	core,official
word	edge	[edʒ]	n.边缘，边；刀口		Try to recall "edge" before checking the answer.	core,official
word	edition	[iˈdi∫ən]	n.版，版本，版次		Try to recall "edition" before checking the answer.	core,official
word	editor	[ˈeditə]	n.编辑，编者，校订者		Try to recall "editor" before checking the answer.	core,official
word	educate	[ˈedju(ː)keit]	vt.教育；培养；训练		Try to recall "educate" before checking the answer.	core,official
word	education	[ˌedju(ː)ˈkei∫ən]	n.教育;训导;教育学		Try to recall "education" before checking the answer.	core,official
word	effect	[iˈfekt]	n.结果；效果，效力		Try to recall "effect" before checking the answer.	core,official
word	effective	[iˈfektiv]	a.有效的；有影响的		Try to recall "effective" before checking the answer.	core,official
word	efficiency	[iˈfi∫ənsi]	n.效率；功效，效能		Try to recall "efficiency" before checking the answer.	core,official
word	efficient	[iˈfi∫ənt]	a.效率高的，有能力的		Try to recall "efficient" before checking the answer.	core,official
word	effort	[ˈefət]	n.努力；努力的成果		Try to recall "effort" before checking the answer.	core,official
word	egg	[eg]	n.蛋，鸡蛋，卵		Try to recall "egg" before checking the answer.	core,official
word	eight	[eit]	num.八，八个，第八		Try to recall "eight" before checking the answer.	core,official
word	eighteen	[ˈeiˈtiːn]	num.十八，十八个		Try to recall "eighteen" before checking the answer.	core,official
word	eighth	[eitθ]	num.第八 n.八分之一		Try to recall "eighth" before checking the answer.	core,official
word	eighty	[ˈeiti]	num.八十，八十个		Try to recall "eighty" before checking the answer.	core,official
word	either	[ˈaiðə(r)]	pron.(两者)任何一个		Try to recall "either" before checking the answer.	core,official
word	elaborate	[iˈlæbərət]	a.复杂的；精心制作的		Try to recall "elaborate" before checking the answer.	core,official
word	elastic	[iˈlæstik]	n.松紧带 a.有弹性的		Try to recall "elastic" before checking the answer.	core,official
word	elbow	[ˈelbəu]	n.肘，肘部；弯管		Try to recall "elbow" before checking the answer.	core,official
word	elder	[ˈeldə(r)]	a.年龄较大的 n.长者		Try to recall "elder" before checking the answer.	core,official
word	elect	[iˈlekt]	vt.选举，推选；选择		Try to recall "elect" before checking the answer.	core,official
word	election	[iˈlek∫(ə)n]	n.选举，选择权；当选		Try to recall "election" before checking the answer.	core,official
word	electric	[iˈlektrik]	a.电的，电动的		Try to recall "electric" before checking the answer.	core,official
word	electrical	[iˈlektrik(ə)l]	a.电的，电气科学的		Try to recall "electrical" before checking the answer.	core,official
word	electricity	[ilekˈtrisiti]	n.电，电学；电流		Try to recall "electricity" before checking the answer.	core,official
word	electron	[iˈlektrɔn]	n.电子		Try to recall "electron" before checking the answer.	core,official
word	electronic	[ilekˈtrɔnik]	a.电子的		Try to recall "electronic" before checking the answer.	core,official
word	electronics	[ilekˈtrɔniks]	n.电子学		Try to recall "electronics" before checking the answer.	core,official
word	element	[ˈelimənt]	n.成分；要素；元素		Try to recall "element" before checking the answer.	core,official
word	elementary	[ˌeliˈmentəri]	a.基本的；初级的		Try to recall "elementary" before checking the answer.	core,official
word	elephant	[ˈelifənt]	n.象		Try to recall "elephant" before checking the answer.	core,official
word	elevator	[ˈeliveitə]	n.电梯；升降机		Try to recall "elevator" before checking the answer.	core,official
word	eleven	[iˈlevən]	num.十一，十一个		Try to recall "eleven" before checking the answer.	core,official
word	eleventh	[iˈlevnθ]	num.第十一(个)		Try to recall "eleventh" before checking the answer.	core,official
word	eliminate	[iˈlimineit]	vt.消灭，消除，排除		Try to recall "eliminate" before checking the answer.	core,official
word	elimination	[iˌlimiˈnei∫ən]	n.消灭，排除，消除		Try to recall "elimination" before checking the answer.	core,official
word	else	[els]	ad.其它，另外 a.别的		Try to recall "else" before checking the answer.	core,official
word	elsewhere	[ˈelsˈweə]	ad.在别处，向别处		Try to recall "elsewhere" before checking the answer.	core,official
word	embarrass	[imˈbærəs]	vt.使窘迫，使为难		Try to recall "embarrass" before checking the answer.	core,official
word	embrace	[imˈbreis]	vt.拥抱；包括；包围		Try to recall "embrace" before checking the answer.	core,official
word	emerge	[iˈməːdʒ]	vi.出现，涌现；冒出		Try to recall "emerge" before checking the answer.	core,official
word	emergency	[iˈməːdʒnsi]	n.紧急情况，突然事件		Try to recall "emergency" before checking the answer.	core,official
word	emit	[iˈmit]	vt.散发；发射；发表		Try to recall "emit" before checking the answer.	core,official
word	emotion	[iˈməu∫ən]	n.情感，感情；激动		Try to recall "emotion" before checking the answer.	core,official
word	emotional	[iˈməu∫ənl]	a.感情的，情绪的		Try to recall "emotional" before checking the answer.	core,official
word	emperor	[ˈempərə]	n.皇帝		Try to recall "emperor" before checking the answer.	core,official
word	emphasis	[ˈemfəsis]	n.强调，重点，重要性		Try to recall "emphasis" before checking the answer.	core,official
word	emphasize	[ˈemfəsaiz]	vt.强调，着重		Try to recall "emphasize" before checking the answer.	core,official
word	empire	[ˈempaiə]	n.帝国		Try to recall "empire" before checking the answer.	core,official
word	employ	[imˈplɔi]	vi.雇用；用；使忙于		Try to recall "employ" before checking the answer.	core,official
word	employee	[ˌemplɔiˈiː]	n.受雇者，雇员，雇工		Try to recall "employee" before checking the answer.	core,official
word	employer	[imˈplɔiə]	n.雇佣者，雇主		Try to recall "employer" before checking the answer.	core,official
word	employment	[imˈplɔimənt]	n.工业；雇/使用		Try to recall "employment" before checking the answer.	core,official
word	empty	[ˈempti]	a.空的；空洞的		Try to recall "empty" before checking the answer.	core,official
word	enable	[iˈneibl]	vt.使能够，使可能		Try to recall "enable" before checking the answer.	core,official
word	enclose	[inˈkləuz]	vt.围住，圈起；附上		Try to recall "enclose" before checking the answer.	core,official
word	encounter	[inˈkauntə]	vt.遭遇，遇到 n.遭遇		Try to recall "encounter" before checking the answer.	core,official
word	encourage	[inˈkʌridʒ]	vt.鼓励，支持，助长		Try to recall "encourage" before checking the answer.	core,official
word	end	[end]	n.末端；目标 vt.结束		Try to recall "end" before checking the answer.	core,official
word	ending	[ˈendiŋ]	n.结尾，结局；死亡		Try to recall "ending" before checking the answer.	core,official
word	endless	[ˈendlis]	a.无止境的		Try to recall "endless" before checking the answer.	core,official
word	endure	[inˈdjuə]	vt.忍受；容忍		Try to recall "endure" before checking the answer.	core,official
word	enemy	[ˈenimi]	n.敌人；仇敌；敌兵		Try to recall "enemy" before checking the answer.	core,official
word	energy	[ˈenədʒi]	n.活力；精力；能		Try to recall "energy" before checking the answer.	core,official
word	enforce	[inˈfɔːs]	vt.实施，执行；强制		Try to recall "enforce" before checking the answer.	core,official
word	engage	[inˈgeidʒ]	vt.使从事于；聘用		Try to recall "engage" before checking the answer.	core,official
word	engine	[ˈendʒin]	n.发动机，引擎；机车		Try to recall "engine" before checking the answer.	core,official
word	engineer	[ˌendʒiˈniə]	n.工程师，技师		Try to recall "engineer" before checking the answer.	core,official
word	engineering	[ˌendʒiˈniəriŋ]	n.工程，工程学		Try to recall "engineering" before checking the answer.	core,official
word	England	[ˈinglənd]	n.英格兰；英国		Try to recall "England" before checking the answer.	core,official
word	English	[ˈiŋgli∫]	n.英语 a.英国人的		Try to recall "English" before checking the answer.	core,official
word	Englishman	[ˈiŋgli∫mən]	n.英国男子		Try to recall "Englishman" before checking the answer.	core,official
word	enjoy	[inˈdʒɔi]	vt.享受；欣赏，喜爱		Try to recall "enjoy" before checking the answer.	core,official
word	enlarge	[inˈlɑːdʒ]	vt.扩大，扩展；放大		Try to recall "enlarge" before checking the answer.	core,official
word	enormous	[iˈnɔːməs]	a.巨大的，庞大的		Try to recall "enormous" before checking the answer.	core,official
word	enough	[iˈnʌf]	a.足够的 ad.足够地		Try to recall "enough" before checking the answer.	core,official
word	ensure	[inˈ∫uər]	vt.保证；保护；赋予		Try to recall "ensure" before checking the answer.	core,official
word	enter	[ˈentə]	vt.走进，进入；参加		Try to recall "enter" before checking the answer.	core,official
word	entertain	[ˌentəˈtein]	vt.使欢乐；招待		Try to recall "entertain" before checking the answer.	core,official
word	enthusiasm	[inˈθjuːziæzəm]	n.热情/心，热忱		Try to recall "enthusiasm" before checking the answer.	core,official
word	enthusiastic	[inθjuːziˈæstik]	a.热情的，热心的		Try to recall "enthusiastic" before checking the answer.	core,official
word	entire	[inˈtaiə]	a.全部的，整个的		Try to recall "entire" before checking the answer.	core,official
word	entitle	[inˈtaitl]	vt.给…权利(或资格)		Try to recall "entitle" before checking the answer.	core,official
word	entrance	[inˈtrɑːns]	n.入口，门口；进入		Try to recall "entrance" before checking the answer.	core,official
word	entry	[ˈentri]	n.入口处；登记；进入		Try to recall "entry" before checking the answer.	core,official
word	envelope	[ˈenviləup]	n.信封；封套；封皮		Try to recall "envelope" before checking the answer.	core,official
word	environment	[inˈvaiərənmənt]	n.环境，外界；围绕		Try to recall "environment" before checking the answer.	core,official
word	envy	[ˈenvi]	vt.&n.妒忌；羡慕		Try to recall "envy" before checking the answer.	core,official
word	equal	[ˈiːkwəl]	a.相等的；平等的		Try to recall "equal" before checking the answer.	core,official
word	equality	[i(ː)ˈkwɔliti]	n.等同，平等；相等		Try to recall "equality" before checking the answer.	core,official
word	equation	[iˈkwei∫ən]	n.方程(式)；等式		Try to recall "equation" before checking the answer.	core,official
word	equip	[iˈkwip]	vt.装备，配备		Try to recall "equip" before checking the answer.	core,official
word	equipment	[iˈkwipmənt]	n.装备，设备，配备		Try to recall "equipment" before checking the answer.	core,official
word	equivalent	[iˈkwivələnt]	a.相等的；等量的		Try to recall "equivalent" before checking the answer.	core,official
word	era	[ˈiərə]	n.时代，年代；纪元		Try to recall "era" before checking the answer.	core,official
word	erect	[iˈrekt]	vt.建造；使竖立		Try to recall "erect" before checking the answer.	core,official
word	error	[ˈerə]	n.错误，谬误；差错		Try to recall "error" before checking the answer.	core,official
word	escape	[isˈkeip]	vi.逃跑；逸出 n.逃跑		Try to recall "escape" before checking the answer.	core,official
word	especially	[isˈpe∫əli]	ad.特别，尤其，格外		Try to recall "especially" before checking the answer.	core,official
word	essay	[ˈesei]	n.短文，散文，小品文		Try to recall "essay" before checking the answer.	core,official
word	essential	[iˈsen∫əl]	a.必要的，本质的		Try to recall "essential" before checking the answer.	core,official
word	establish	[isˈtæbli∫]	vt.建立，设立；确立		Try to recall "establish" before checking the answer.	core,official
word	establishment	[isˈtæbli∫mənt]	n.建立,设/确立		Try to recall "establishment" before checking the answer.	core,official
word	estimate	[ˈestimeit]	vt.估计，评价 n.估计		Try to recall "estimate" before checking the answer.	core,official
word	Europe	[ˈjuərəp]	n.欧洲		Try to recall "Europe" before checking the answer.	core,official
word	European	[ˌjuərəˈpi(ː)ən]	a.欧洲的 n.欧洲人		Try to recall "European" before checking the answer.	core,official
word	evaluate	[iˈvæljueit]	vt.评价，估…的价		Try to recall "evaluate" before checking the answer.	core,official
word	evaporate	[iˈvæpəreit]	vt.使蒸发 vi.蒸发		Try to recall "evaporate" before checking the answer.	core,official
word	eve	[iːv]	n.前夜，前夕，前一刻		Try to recall "eve" before checking the answer.	core,official
word	even	[ˈiːvən]	ad.甚至；甚至更，还		Try to recall "even" before checking the answer.	core,official
word	evening	[ˈiːvniŋ]	n.傍晚，黄昏，晚上		Try to recall "evening" before checking the answer.	core,official
word	event	[iˈvent]	n.事件，大事；事变		Try to recall "event" before checking the answer.	core,official
word	eventually	[iˈventjuəli]	ad.终于；最后		Try to recall "eventually" before checking the answer.	core,official
word	ever	[ˈevə]	ad.在任何时候；曾经		Try to recall "ever" before checking the answer.	core,official
word	every	[ˈevri]	a.每一的；每隔…的		Try to recall "every" before checking the answer.	core,official
word	everybody	[ˈevribɔdi]	pron.每人，人人		Try to recall "everybody" before checking the answer.	core,official
word	everyday	[ˈevridei]	a.每天的，日常的		Try to recall "everyday" before checking the answer.	core,official
word	everyone	[ˈevriwʌn]	pron.每人，人人		Try to recall "everyone" before checking the answer.	core,official
word	everything	[ˈevriθiŋ]	pron.每件事，事事		Try to recall "everything" before checking the answer.	core,official
word	everywhere	[ˈevriweə(r)]	ad.到处，处处		Try to recall "everywhere" before checking the answer.	core,official
word	evidence	[ˈevidəns]	n.根据；证据，证人		Try to recall "evidence" before checking the answer.	core,official
word	evident	[ˈevidənt]	a.明显的，明白的		Try to recall "evident" before checking the answer.	core,official
word	evil	[ˈiːvl]	n.邪恶；祸害 a.坏的		Try to recall "evil" before checking the answer.	core,official
word	evolution	[evəˈluː∫ən]	n.进化，演化；发展		Try to recall "evolution" before checking the answer.	core,official
word	evolve	[iˈvɔlv]	vt.使进化；使发展		Try to recall "evolve" before checking the answer.	core,official
word	exact	[igˈzækt]	a.确切的；精确的		Try to recall "exact" before checking the answer.	core,official
word	exactly	[igˈzæktli]	ad.确切地；恰恰正是		Try to recall "exactly" before checking the answer.	core,official
word	exaggerate	[igˈzædʒəreit]	vt.&vi.夸大，夸张		Try to recall "exaggerate" before checking the answer.	core,official
word	exam	[igˈzæm]	n.考试；检查，细查		Try to recall "exam" before checking the answer.	core,official
word	examination	[igˌzæmiˈnei∫ən]	n.考试；检/细查		Try to recall "examination" before checking the answer.	core,official
word	examine	[igˈzæmin]	vt.检查，仔细观察		Try to recall "examine" before checking the answer.	core,official
word	example	[igˈzɑːmpl]	n.例子，实例；模范		Try to recall "example" before checking the answer.	core,official
word	exceed	[ikˈsiːd]	vt.超过，胜过；超出		Try to recall "exceed" before checking the answer.	core,official
word	exceedingly	[ikˈsiːdiŋli]	ad.极端地，非常		Try to recall "exceedingly" before checking the answer.	core,official
word	excellent	[ˈeksələnt]	a.优秀的，杰出的		Try to recall "excellent" before checking the answer.	core,official
word	except	[ikˈsept]	prep.除…之外		Try to recall "except" before checking the answer.	core,official
word	exception	[ikˈsep∫ən]	n.例外，除外		Try to recall "exception" before checking the answer.	core,official
word	excess	[ˈekses]	n.超越；过量；过度		Try to recall "excess" before checking the answer.	core,official
word	excessive	[ikˈsesiv]	a.过多的，极度的		Try to recall "excessive" before checking the answer.	core,official
word	exchange	[iksˈt∫eindʒ]	vt.交换；交流 n.交换		Try to recall "exchange" before checking the answer.	core,official
word	excite	[ikˈsait]	vt.使激动；引起		Try to recall "excite" before checking the answer.	core,official
word	exciting	[ikˈsaitiŋ]	a.令人兴奋的		Try to recall "exciting" before checking the answer.	core,official
word	exclaim	[iksˈkleim]	vi.呼喊；惊叫		Try to recall "exclaim" before checking the answer.	core,official
word	exclude	[iksˈkluːd]	vt.把…排除在外		Try to recall "exclude" before checking the answer.	core,official
word	exclusively	[ikˈskluːsivli]	ad.专门地		Try to recall "exclusively" before checking the answer.	core,official
word	excursion	[iksˈkəː∫ən]	n.远足；短途旅行		Try to recall "excursion" before checking the answer.	core,official
word	excuse	[iksˈkjuːz]	vt.原谅；免除 n.借口		Try to recall "excuse" before checking the answer.	core,official
word	execute	[ˈeksikjuːt]	vt.将…处死；实施		Try to recall "execute" before checking the answer.	core,official
word	executive	[igˈzekjutiv]	a.执行的 n.执行者		Try to recall "executive" before checking the answer.	core,official
word	exercise	[ˈeksəsaiz]	n.锻炼，训练 vi.练习		Try to recall "exercise" before checking the answer.	core,official
word	exert	[igˈzəːt]	vt.尽(力)，运用		Try to recall "exert" before checking the answer.	core,official
word	exhaust	[igˈzɔːst]	vt.使筋疲力尽；用尽		Try to recall "exhaust" before checking the answer.	core,official
word	exhibit	[igˈzibit]	vt.显示；陈列，展览		Try to recall "exhibit" before checking the answer.	core,official
word	exhibition	[ˌeksiˈbi∫ən]	n.展览，陈列；展览会		Try to recall "exhibition" before checking the answer.	core,official
word	exist	[igˈzist]	vi.存在；生存，生活		Try to recall "exist" before checking the answer.	core,official
word	existence	[igˈzistəns]	n.存在，实在；生存		Try to recall "existence" before checking the answer.	core,official
word	exit	[ˈeksit]	n.出口；退场 vi.退出		Try to recall "exit" before checking the answer.	core,official
word	expand	[iksˈpænd]	vt.扩大；使膨胀		Try to recall "expand" before checking the answer.	core,official
word	expansion	[iksˈpæn∫ən]	n.扩大，扩充；扩张		Try to recall "expansion" before checking the answer.	core,official
word	expect	[iksˈpekt]	vt.预料，预期；等待		Try to recall "expect" before checking the answer.	core,official
word	expectation	[ˌekspekˈtei∫ən]	n.期待/望，预期		Try to recall "expectation" before checking the answer.	core,official
word	expense	[ikˈspens]	n.花费，消费；费用		Try to recall "expense" before checking the answer.	core,official
word	expensive	[iksˈpensiv]	a.昂贵的，花钱多的		Try to recall "expensive" before checking the answer.	core,official
word	experience	[iksˈpiəriəns]	n.经验，感受；经历		Try to recall "experience" before checking the answer.	core,official
word	experiment	[iksˈperimənt]	n.实验；试验		Try to recall "experiment" before checking the answer.	core,official
word	experimental	[ikˈsperiment(ə)l]	a.实/试验的		Try to recall "experimental" before checking the answer.	core,official
word	expert	[ˈekspəːt]	n.专家 a.熟练的		Try to recall "expert" before checking the answer.	core,official
word	explain	[iksˈplein]	vt.解释；为…辩解		Try to recall "explain" before checking the answer.	core,official
word	explanation	[ˌekspləˈnei∫ən]	n.解释,说明;辩解		Try to recall "explanation" before checking the answer.	core,official
word	explode	[iksˈpləud]	vt.使爆炸 vi.爆炸		Try to recall "explode" before checking the answer.	core,official
word	exploit	[iksˈplɔit]	vt.剥削；利用；开拓		Try to recall "exploit" before checking the answer.	core,official
word	explore	[iksˈplɔː]	vt.&vi.探险，探索		Try to recall "explore" before checking the answer.	core,official
word	explosion	[iksˈpləuʒən]	n.爆炸，爆发，炸裂		Try to recall "explosion" before checking the answer.	core,official
word	explosive	[iksˈpləusiv]	n.炸药 a.爆炸的		Try to recall "explosive" before checking the answer.	core,official
word	export	[ˈekspɔːt]	vt.输出，出口；运走		Try to recall "export" before checking the answer.	core,official
word	expose	[iksˈpəuz]	vt.使暴露；揭露		Try to recall "expose" before checking the answer.	core,official
word	exposure	[iksˈpəuʒə]	n.暴露；揭露；曝光		Try to recall "exposure" before checking the answer.	core,official
word	express	[iksˈpres]	vt.表示 n.快车，快递		Try to recall "express" before checking the answer.	core,official
word	expression	[iksˈpre∫ən]	n.词句；表达；表情		Try to recall "expression" before checking the answer.	core,official
word	extend	[iksˈtend]	vt.延长；扩大；致		Try to recall "extend" before checking the answer.	core,official
word	extension	[iksˈten∫ən]	n.延长部分；伸展		Try to recall "extension" before checking the answer.	core,official
word	extensive	[iksˈtensiv]	a.广阔的；广泛的		Try to recall "extensive" before checking the answer.	core,official
word	extent	[iksˈtent]	n.广度；范围；程度		Try to recall "extent" before checking the answer.	core,official
word	exterior	[eksˈtiəriə]	a.外部的；对外的		Try to recall "exterior" before checking the answer.	core,official
word	external	[eksˈtəːnl]	a.外部的，外面的		Try to recall "external" before checking the answer.	core,official
word	extra	[ˈekstrə]	a.额外的 ad.特别地		Try to recall "extra" before checking the answer.	core,official
word	extraordinary	[ikˈstrɔːdəneri]	a.非同寻常的，特别的		Try to recall "extraordinary" before checking the answer.	core,official
word	extreme	[ikˈstriːm]	a.极度的；尽头的		Try to recall "extreme" before checking the answer.	core,official
word	extremely	[iksˈtriːmli]	ad.极端，极其，非常		Try to recall "extremely" before checking the answer.	core,official
word	eye	[ai]	n.眼睛；眼力；鉴赏力		Try to recall "eye" before checking the answer.	core,official
